document,Statement,itemname,value,memberstring1,instant,StartDate,EndDate
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,FundBalance,999850,GovernmentalFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,"Governmental Funds Revenues, Expenditures and Changes in Fund Balances",FundBalance,999850,GovernmentalFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,"Governmental Funds Revenues, Expenditures and Changes in Fund Balances",FundBalance,999850,GovernmentalFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,FundBalance,954481,GeneralFund,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,"Governmental Funds Revenues, Expenditures and Changes in Fund Balances",FundBalance,954481,GeneralFund,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,"Governmental Funds Revenues, Expenditures and Changes in Fund Balances",FundBalance,954481,GeneralFund,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,FundBalance,162736,,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,"Governmental Funds Revenues, Expenditures and Changes in Fund Balances",FundBalance,162736,,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,"Governmental Funds Revenues, Expenditures and Changes in Fund Balances",FundBalance,162736,,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,FundBalance,1117217,GovernmentalFunds,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,"Governmental Funds Revenues, Expenditures and Changes in Fund Balances",FundBalance,1117217,GovernmentalFunds,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,"Governmental Funds Revenues, Expenditures and Changes in Fund Balances",FundBalance,1117217,GovernmentalFunds,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,FundBalanceNonspendable,15655,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,FundBalanceNonspendable,15655,GovernmentalFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,FundBalanceRestricted,151090,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,FundBalanceRestricted,151090,GovernmentalFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,FundBalanceUnassigned,833105,GeneralFund,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,FundBalanceUnassigned,833105,GovernmentalFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,GeneralRevenuesNet,482793,GovernmentalActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,GeneralRevenuesNet,622980,PrimaryGovernmentActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,GeneralRevenuesNet,140187,BusinessTypeActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,GrantsContributionsAndDonationsFromStateGovernmentalEntities,194663,GovernmentalActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,GrantsContributionsAndDonationsFromStateGovernmentalEntities,194663,PrimaryGovernmentActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,"Governmental Funds Revenues, Expenditures and Changes in Fund Balances",GrantsContributionsAndDonationsFromStateGovernmentalEntitiesModifiedAccrual,194663,GeneralFund,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,"Governmental Funds Revenues, Expenditures and Changes in Fund Balances",GrantsContributionsAndDonationsFromStateGovernmentalEntitiesModifiedAccrual,194663,GovernmentalFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,IncomeLossBeforeCapitalContributions,126728,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,IncomeLossBeforeCapitalContributions,8509,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,IncomeLossBeforeCapitalContributions,118219,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,IncreaseDecreaseInAccountsPayable,4915,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,IncreaseDecreaseInAccountsPayable,6862,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,IncreaseDecreaseInAccountsPayable,1947,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,IncreaseDecreaseInAccountsReceivable,1044,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,IncreaseDecreaseInAccountsReceivable,3706,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,IncreaseDecreaseInAccountsReceivable,4750,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,IncreaseDecreaseInAccruedLiabilties,41,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,IncreaseDecreaseInAccruedLiabilties,41,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,IncreaseDecreaseInAccruedLiabilties,82,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,IncreaseDecreaseInDueFromOtherGovernments,228,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,IncreaseDecreaseInDueFromOtherGovernments,228,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,InvestmentIncome,13944,GovernmentalActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,InvestmentIncome,21381,PrimaryGovernmentActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,InvestmentIncome,7437,BusinessTypeActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,InvestmentIncome,4735,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,InvestmentIncome,2702,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,InvestmentIncome,7437,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,LiabilitiesAndDeferredInflowsOfResourcesAndFundBalancesModifiedAccrual,843081,GeneralFund,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,LiabilitiesAndDeferredInflowsOfResourcesAndFundBalancesModifiedAccrual,180750,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,LiabilitiesAndDeferredInflowsOfResourcesAndFundBalancesModifiedAccrual,1023831,GovernmentalFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,LiabilitiesModifiedAccrual,9976,GeneralFund,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,LiabilitiesModifiedAccrual,14005,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,LiabilitiesModifiedAccrual,23981,GovernmentalFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,NetCashProvidedByUsedInInvestingActivities,137485,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,NetCashProvidedByUsedInInvestingActivities,2702,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,NetCashProvidedByUsedInInvestingActivities,140187,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,NetCashProvidedByUsedInOperatingActivities,14629,,,2017-04-01,2018-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,NetCashProvidedByUsedInOperatingActivities,17361,,,2017-04-01,2018-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,NetCashProvidedByUsedInOperatingActivities,2732,ProprietaryFunds,,2017-04-01,2018-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetExpenseRevenue,366628,GovernmentalActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetExpenseRevenue,388596,PrimaryGovernmentActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetExpenseRevenue,21968,BusinessTypeActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetExpenseRevenueCommunityAndEconomicDevelopmentServices,2539,GovernmentalActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetExpenseRevenueCommunityAndEconomicDevelopmentServices,2539,PrimaryGovernmentActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetExpenseRevenueForPublicSafetyServices,127548,GovernmentalActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetExpenseRevenueForPublicSafetyServices,127548,PrimaryGovernmentActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetExpenseRevenueForPublicWorksServices,30408,GovernmentalActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetExpenseRevenueForPublicWorksServices,30408,PrimaryGovernmentActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetExpenseRevenueGeneralGovernmentServices,206133,GovernmentalActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetExpenseRevenueGeneralGovernmentServices,206133,PrimaryGovernmentActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetExpenseRevenueWaterAndSewerSystems,21968,PrimaryGovernmentActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetExpenseRevenueWaterAndSewerSystems,21968,BusinessTypeActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,NetInvestmentInCapitalAssets,463159,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,NetInvestmentInCapitalAssets,320536,BusinessTypeActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,NetInvestmentInCapitalAssets,783695,PrimaryGovernmentActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,NetInvestmentInCapitalAssets,280600,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,NetInvestmentInCapitalAssets,39936,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,NetInvestmentInCapitalAssets,320536,ProprietaryFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,NetPosition,2084429,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetPosition,2084429,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetPosition,2084429,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,NetPosition,1980311,BusinessTypeActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetPosition,1980311,BusinessTypeActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetPosition,1980311,BusinessTypeActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,NetPosition,4064740,PrimaryGovernmentActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetPosition,4064740,PrimaryGovernmentActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetPosition,4064740,PrimaryGovernmentActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,NetPosition,1329698,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,NetPosition,1329698,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,NetPosition,1329698,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,NetPosition,650613,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,NetPosition,650613,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,NetPosition,650613,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,NetPosition,1980311,ProprietaryFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,NetPosition,1980311,ProprietaryFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,NetPosition,1980311,ProprietaryFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,NetPosition,1202970,,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,NetPosition,1202970,,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,NetPosition,1202970,,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,NetPosition,659122,,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,NetPosition,659122,,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,NetPosition,659122,,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,NetPosition,1862092,ProprietaryFunds,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,NetPosition,1862092,ProprietaryFunds,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,NetPosition,1862092,ProprietaryFunds,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetPositionAtBeginningOfPeriodAfterAdjustments,1968264,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetPositionAtBeginningOfPeriodAfterAdjustments,1862092,BusinessTypeActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,NetPositionAtBeginningOfPeriodAfterAdjustments,3830356,PrimaryGovernmentActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,NoncurrentAssets,1084579,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,NoncurrentAssets,320536,BusinessTypeActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,NoncurrentAssets,1405115,PrimaryGovernmentActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,NonoperatingRevenues,137485,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,NonoperatingRevenues,2702,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,NonoperatingRevenues,140187,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,OperatingExpense,123101,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,OperatingExpense,95154,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,OperatingExpense,218255,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,OperatingIncomeLoss,10757,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,OperatingIncomeLoss,10757,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,OperatingIncomeLoss,11211,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,OperatingIncomeLoss,11211,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,OperatingIncomeLoss,21968,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,OperatingIncomeLoss,21968,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,"Governmental Funds Revenues, Expenditures and Changes in Fund Balances",OtherExpendituresModifiedAccrual,19527,GeneralFund,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,"Governmental Funds Revenues, Expenditures and Changes in Fund Balances",OtherExpendituresModifiedAccrual,19527,GovernmentalFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,OtherGeneralRevenues,1533,GovernmentalActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,OtherGeneralRevenues,131217,PrimaryGovernmentActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,OtherGeneralRevenues,132750,BusinessTypeActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,OtherNoncurrentAssets,459093,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,OtherNoncurrentAssets,459093,PrimaryGovernmentActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,OtherNoncurrentAssets,162327,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,OtherNoncurrentAssets,162327,PrimaryGovernmentActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,OtherNonoperatingRevenuesExpenses,132750,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,OtherNonoperatingRevenuesExpenses,132750,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,OtherOperatingExpenses,1456,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,OtherOperatingExpenses,1036,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,OtherOperatingExpenses,2492,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,"Governmental Funds Revenues, Expenditures and Changes in Fund Balances",OtherRevenuesModifiedAccrual,27829,GeneralFund,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,"Governmental Funds Revenues, Expenditures and Changes in Fund Balances",OtherRevenuesModifiedAccrual,27829,GovernmentalFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,PaymentsToEmployees,5214,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,PaymentsToEmployees,5214,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,PaymentsToEmployees,10428,ProprietaryFunds,,2018-04-01,2019-03-31
